"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","University of Toronto, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612331497","137.392.1.1.1.1.2.3","1230","","","","0"
"2022/2023","University of Toronto, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612331498","137.392.1.1.1.1.2.4","48","","","","0"
"2022/2023","University of Toronto, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612331500","137.392.1.1.1.1.3.2","336","","","","0"
"2022/2023","University of Toronto, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612331501","137.392.1.1.1.1.3.3","657","","","","0"
"2022/2023","University of Toronto, Ontario","","Visual and performing arts [50.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612331502","137.392.1.1.1.1.3.4","42","","","","0"
"2022/2023","University of Toronto, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612335822","137.404.1.1.1.1.2.2","1851","","","","0"
"2022/2023","University of Toronto, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612335823","137.404.1.1.1.1.2.3","4512","","","","0"
"2022/2023","University of Toronto, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612335824","137.404.1.1.1.1.2.4","180","","","","0"
"2022/2023","University of Toronto, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612335826","137.404.1.1.1.1.3.2","114","","","","0"
"2022/2023","University of Toronto, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612335827","137.404.1.1.1.1.3.3","243","","","","0"
"2022/2023","University of Toronto, Ontario","","Health professions and related programs [51.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612335828","137.404.1.1.1.1.3.4","3","","","","0"
"2022/2023","University of Toronto, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612343428","137.436.1.1.1.1.2.2","2973","","","","0"
"2022/2023","University of Toronto, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612343429","137.436.1.1.1.1.2.3","2682","","","","0"
"2022/2023","University of Toronto, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612343430","137.436.1.1.1.1.2.4","93","","","","0"
"2022/2023","University of Toronto, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612343432","137.436.1.1.1.1.3.2","2049","","","","0"
"2022/2023","University of Toronto, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612343433","137.436.1.1.1.1.3.3","2604","","","","0"
"2022/2023","University of Toronto, Ontario","","Business, management, marketing and related support services [52.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612343434","137.436.1.1.1.1.3.4","144","","","","0"
"2022/2023","University of Toronto, Ontario","","High school/secondary diploma and certificate programs [53.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612348916","137.459.1.1.1.1.2.2","24","","","","0"
"2022/2023","University of Toronto, Ontario","","High school/secondary diploma and certificate programs [53.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612348917","137.459.1.1.1.1.2.3","24","","","","0"
"2022/2023","University of Toronto, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1612349668","137.462.1.1.1.1.2.2","459","","","","0"
"2022/2023","University of Toronto, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1612349669","137.462.1.1.1.1.2.3","471","","","","0"
"2022/2023","University of Toronto, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1612349670","137.462.1.1.1.1.2.4","30","","","","0"
"2022/2023","University of Toronto, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1612349672","137.462.1.1.1.1.3.2","138","","","","0"
"2022/2023","University of Toronto, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1612349673","137.462.1.1.1.1.3.3","90","","","","0"
"2022/2023","University of Toronto, Ontario","","History [54.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1612349674","137.462.1.1.1.1.3.4","9","","","","0"
